note,source_pdf,source_exists,evidence_total,exact_ref_page,exact_other_page,fuzzy_ref_page,fuzzy_other_page,not_found,invalid_page,skipped
papers/notes/pending-ref-040-tvisne-interactive-assessment-and-interpretation-of-t-sne.md,papers/raw/pending-references/pending-ref-040-2020-tvisne-interactive-assessment-and-interpretation-of-t-sne-projections.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-041-quantitative-evaluation-of-time-dependent-multidimensional.md,papers/raw/pending-references/pending-ref-041-2020-quantitative-evaluation-of-time-dependent-multidimensional-projection-techniques.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-043-local-procrustes-for-manifold-embedding-a-measure-of-embed.md,papers/raw/pending-references/pending-ref-043-2009-local-procrustes-for-manifold-embedding-a-measure-of-embedding-quality-and-embedding.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-044-classimap-a-new-dimension-reduction-technique-for-explorat.md,papers/raw/pending-references/pending-ref-044-2015-classimap-a-new-dimension-reduction-technique-for-exploratory-data-analysis-of-labele.pdf,True,8,5,0,3,0,0,0,0
papers/notes/pending-ref-045-a-behavioral-investigation-of-dimensionality-reduction.md,papers/raw/pending-references/pending-ref-045-2012-a-behavioral-investigation-of-dimensionality-reduction.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-046-neighborhood-preserving-embedding.md,papers/raw/pending-references/pending-ref-046-2005-neighborhood-preserving-embedding.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-047-visualizing-dimensionality-reduction-artifacts-an-evaluati.md,papers/raw/pending-references/pending-ref-047-2017-visualizing-dimensionality-reduction-artifacts-an-evaluation.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-048-linear-dimensionality-reduction-survey-insights-and-genera.md,papers/raw/pending-references/pending-ref-048-2015-linear-dimensionality-reduction-survey-insights-and-generalizations.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-049-dimreader-axis-lines-that-explain-non-linear-projections.md,papers/raw/pending-references/pending-ref-049-2019-dimreader-axis-lines-that-explain-non-linear-projections.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-051-explaining-neighborhood-preservation-for-multidimensional.md,papers/raw/pending-references/pending-ref-051-2015-explaining-neighborhood-preservation-for-multidimensional-projections.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-052-distortion-aware-brushing-for-interactive-cluster-analysis.md,papers/raw/pending-references/pending-ref-052-2022-distortion-aware-brushing-for-interactive-cluster-analysis-in-multidimensional-projec.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-053-analyzing-quality-measurements-for-dimensionality-reductio.md,papers/raw/pending-references/pending-ref-053-2023-analyzing-quality-measurements-for-dimensionality-reduction.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-054-a-large-scale-sensitivity-analysis-on-latent-embeddings-an.md,papers/raw/pending-references/pending-ref-054-2025-a-large-scale-sensitivity-analysis-on-latent-embeddings-and-dimensionality-reductions.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-055-hypernp-interactive-visual-exploration-of-multidimensional.md,papers/raw/pending-references/pending-ref-055-2022-hypernp-interactive-visual-exploration-of-multidimensional-projection-hyperparameters.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-056-selecting-and-sharing-multidimensional-projection-algorith.md,papers/raw/pending-references/pending-ref-056-2020-selecting-and-sharing-multidimensional-projection-algorithms-a-practical-view.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-057-quality-metrics-for-information-visualization.md,papers/raw/pending-references/pending-ref-057-2018-quality-metrics-for-information-visualization.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-060-proxilens-interactive-exploration-of-high-dimensional-data.md,papers/raw/pending-references/pending-ref-060-2013-proxilens-interactive-exploration-of-high-dimensional-data-using-projections.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-061-visne-enables-visualization-of-high-dimensional-single-cel.md,papers/raw/pending-references/pending-ref-061-2013-visne-enables-visualization-of-high-dimensional-single-cell-data-and-reveals-phenotyp.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-062-improving-the-visual-analysis-of-high-dimensional-datasets.md,papers/raw/pending-references/pending-ref-062-2010-improving-the-visual-analysis-of-high-dimensional-datasets-using-quality-measures.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-063-high-dimensional-labeled-data-analysis-with-topology-repre.md,papers/raw/pending-references/pending-ref-063-2005-high-dimensional-labeled-data-analysis-with-topology-representing-graphs.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-064-experiments-with-random-projection.md,papers/raw/pending-references/pending-ref-064-2000-experiments-with-random-projection.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-065-predicting-user-preferences-of-dimensionality-reduction-em.md,papers/raw/pending-references/pending-ref-065-2023-predicting-user-preferences-of-dimensionality-reduction-embedding-quality.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-067-ivisclassifier-an-interactive-visual-analytics-system-for.md,papers/raw/pending-references/pending-ref-067-2010-ivisclassifier-an-interactive-visual-analytics-system-for-classification-based-on-sup.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-068-nonlinear-dimensionality-reduction-and-data-visualization.md,papers/raw/pending-references/pending-ref-068-2007-nonlinear-dimensionality-reduction-and-data-visualization-a-review.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-069-principal-manifolds-and-nonlinear-dimensionality-reduction.md,papers/raw/pending-references/pending-ref-069-2004-principal-manifolds-and-nonlinear-dimensionality-reduction-via-tangent-space-alignmen.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-070-interpreting-high-dimensional-projections-with-capacity.md,papers/raw/pending-references/pending-ref-070-2024-interpreting-high-dimensional-projections-with-capacity.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-072-piecewise-laplacian-based-projection-for-interactive-data.md,papers/raw/pending-references/pending-ref-072-2011-piecewise-laplacian-based-projection-for-interactive-data-exploration-and-organizatio.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-073-trustworthiness-and-metrics-in-visualizing-similarity-of-g.md,papers/raw/pending-references/pending-ref-073-2003-trustworthiness-and-metrics-in-visualizing-similarity-of-gene-expression.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-077-assessing-single-cell-transcriptomic-variability-through-d.md,papers/raw/pending-references/pending-ref-077-2020-assessing-single-cell-transcriptomic-variability-through-density-preserving-data-visu.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-079-adaptive-manifold-learning.md,papers/raw/pending-references/pending-ref-079-2012-adaptive-manifold-learning.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-080-ipca-an-interactive-system-for-pca-based-visual-analytics.md,papers/raw/pending-references/pending-ref-080-2009-ipca-an-interactive-system-for-pca-based-visual-analytics.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-082-learning-a-kernel-matrix-for-nonlinear-dimensionality-redu.md,papers/raw/pending-references/pending-ref-082-2004-learning-a-kernel-matrix-for-nonlinear-dimensionality-reduction.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-083-locality-preserving-projections.md,papers/raw/pending-references/pending-ref-083-2004-locality-preserving-projections.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-086-understanding-attribute-variability-in-multidimensional-pr.md,papers/raw/pending-references/pending-ref-086-2016-understanding-attribute-variability-in-multidimensional-projections.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-087-explaining-three-dimensional-dimensionality-reduction-plot.md,papers/raw/pending-references/pending-ref-087-2016-explaining-three-dimensional-dimensionality-reduction-plots.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-088-global-versus-local-methods-in-nonlinear-dimensionality-re.md,papers/raw/pending-references/pending-ref-088-2002-global-versus-local-methods-in-nonlinear-dimensionality-reduction.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-089-a-new-method-of-generalizing-sammon-mapping-with-applicati.md,papers/raw/pending-references/pending-ref-089-1999-a-new-method-of-generalizing-sammon-mapping-with-application-to-algorithm-speed-up.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-090-a-survey-of-visualizations-for-high-dimensional-data-minin.md,papers/raw/pending-references/pending-ref-090-2002-a-survey-of-visualizations-for-high-dimensional-data-mining.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-091-guided-stable-dynamic-projections.md,papers/raw/pending-references/pending-ref-091-2021-guided-stable-dynamic-projections.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-092-dd-hds-a-method-for-visualization-and-exploration-of-high.md,papers/raw/pending-references/pending-ref-092-2007-dd-hds-a-method-for-visualization-and-exploration-of-high-dimensional-data.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-098-interpreting-distortions-in-dimensionality-reduction-by-su.md,papers/raw/pending-references/pending-ref-098-2019-interpreting-distortions-in-dimensionality-reduction-by-superimposing-neighbourhood-g.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-099-clams-a-cluster-ambiguity-measure-for-estimating-perceptua.md,papers/raw/pending-references/pending-ref-099-2024-clams-a-cluster-ambiguity-measure-for-estimating-perceptual-variability-in-visual-clu.pdf,True,12,12,0,0,0,0,0,0
papers/notes/pending-ref-100-a-new-embedding-quality-assessment-method-for-manifold-lea.md,papers/raw/pending-references/pending-ref-100-2012-a-new-embedding-quality-assessment-method-for-manifold-learning.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-101-trimap-large-scale-dimensionality-reduction-using-triplets.md,papers/raw/pending-references/pending-ref-101-2022-trimap-large-scale-dimensionality-reduction-using-triplets.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-102-combining-automated-analysis-and-visualization-techniques.md,papers/raw/pending-references/pending-ref-102-2009-combining-automated-analysis-and-visualization-techniques-for-effective-exploration-o.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-104-implicit-multidimensional-projection-of-local-subspaces.md,papers/raw/pending-references/pending-ref-104-2021-implicit-multidimensional-projection-of-local-subspaces.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-105-projection-inspector-assessment-and-synthesis-of-multidime.md,papers/raw/pending-references/pending-ref-105-2015-projection-inspector-assessment-and-synthesis-of-multidimensional-projections.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-108-dimred-and-coranking-unifying-dimensionality-reduction-in.md,papers/raw/pending-references/pending-ref-108-2018-dimred-and-coranking-unifying-dimensionality-reduction-in-r.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-109-evaluating-multi-dimensional-visualizations-for-understand.md,papers/raw/pending-references/pending-ref-109-2018-evaluating-multi-dimensional-visualizations-for-understanding-fuzzy-clusters.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-110-comparing-and-exploring-high-dimensional-data-with-dimensi.md,papers/raw/pending-references/pending-ref-110-2020-comparing-and-exploring-high-dimensional-data-with-dimensionality-reduction-algorithm.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-111-the-art-of-seeing-the-elephant-in-the-room-2d-embeddings-o.md,papers/raw/pending-references/pending-ref-111-2024-the-art-of-seeing-the-elephant-in-the-room-2d-embeddings-of-single-cell-data-do-make.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-113-t-visne-interactive-assessment-and-interpretation-of-t-sne.md,papers/raw/pending-references/pending-ref-113-2020-t-visne-interactive-assessment-and-interpretation-of-t-sne-projections.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-114-dimensionality-reduction-and-topic-modeling-from-latent-se.md,papers/raw/pending-references/pending-ref-114-2012-dimensionality-reduction-and-topic-modeling-from-latent-semantic-indexing-to-latent-d.pdf,True,8,7,0,1,0,0,0,0
